iter	Logloss
868	0.2343972545
869	0.2343618432
870	0.2343195046
871	0.2342826957
872	0.2342510757
873	0.2342127008
874	0.2341796771
875	0.234143047
876	0.2341095163
877	0.2340799184
878	0.2340554768
879	0.234023914
880	0.2339831782
881	0.233946099
882	0.2339103961
883	0.2338683496
884	0.2338378019
885	0.2338008002
886	0.2337602574
887	0.2337220855
888	0.2336866459
889	0.2336491348
890	0.2336090806
891	0.2335671869
892	0.233531481
893	0.233490992
894	0.2334569828
895	0.2334204891
896	0.2333886542
897	0.2333550251
898	0.2333199272
899	0.233280074
900	0.2332434163
901	0.2332132851
902	0.2331746736
903	0.233141404
904	0.2330986041
905	0.2330654973
906	0.2330231904
907	0.2329940412
908	0.2329650767
909	0.2329377542
910	0.2329085885
911	0.2328854669
912	0.2328402602
913	0.2328060983
914	0.2327689681
915	0.2327375144
916	0.2327039402
917	0.2326736511
918	0.232635349
919	0.2326032064
920	0.2325667252
921	0.2325266117
922	0.2324905583
923	0.2324558625
924	0.2324273391
925	0.232389297
926	0.2323555974
927	0.2323236033
928	0.232278271
929	0.2322410689
930	0.232200483
931	0.2321644989
932	0.2321285495
933	0.2320947791
934	0.2320580959
935	0.2320241253
936	0.2319947116
937	0.2319641694
938	0.2319263692
939	0.2318903041
940	0.2318589509
941	0.2318132247
942	0.2317726647
943	0.2317417836
944	0.2317100048
945	0.2316754636
946	0.2316437669
947	0.2316190239
948	0.231589209
949	0.2315483572
950	0.2315126271
951	0.231486441
952	0.2314518617
953	0.2314103552
954	0.2313718582
955	0.2313366159
956	0.2313058308
957	0.2312709446
958	0.231246522
959	0.2312079606
960	0.2311681043
961	0.231137683
962	0.2311129531
963	0.2310954647
964	0.2310598318
965	0.2310204081
966	0.2309923277
967	0.2309646177
968	0.2309244249
969	0.2308879465
970	0.2308528547
971	0.2308211853
972	0.2307875663
973	0.2307546524
974	0.2307249573
975	0.2306991352
976	0.2306640269
977	0.2306332786
978	0.2306089726
979	0.2305798172
980	0.2305537648
981	0.2305179093
982	0.2304881506
983	0.2304516485
984	0.2304204546
985	0.2303869042
986	0.2303532271
987	0.2303193363
988	0.2302884418
989	0.2302595705
990	0.2302232506
991	0.2301901316
992	0.2301559608
993	0.2301269331
994	0.2300986388
995	0.2300554758
996	0.2300293663
997	0.2299987387
998	0.2299731133
999	0.2299458566
1000	0.2299130946
1001	0.2298807179
1002	0.2298418063
1003	0.2298114842
1004	0.2297795188
1005	0.2297513713
1006	0.2297080235
1007	0.229666769
1008	0.2296386375
1009	0.2296103633
1010	0.2295809764
1011	0.2295528738
1012	0.229517737
1013	0.2294792444
1014	0.2294467272
1015	0.2294172922
1016	0.2293740914
1017	0.2293350177
1018	0.2293019912
1019	0.2292624631
1020	0.2292241555
1021	0.2291889245
1022	0.2291613028
1023	0.2291212093
1024	0.2290929817
1025	0.2290612451
1026	0.2290339018
1027	0.229004735
1028	0.2289688657
1029	0.2289374316
1030	0.22891288
1031	0.2288790438
1032	0.2288486549
1033	0.2288191395
1034	0.2287935365
1035	0.2287633458
1036	0.2287297064
1037	0.2286994997
1038	0.2286752298
1039	0.228642074
1040	0.2286119327
1041	0.2285755836
1042	0.228549146
1043	0.2285162257
1044	0.2284859091
1045	0.2284546248
1046	0.2284200847
1047	0.2283982981
1048	0.2283610038
1049	0.2283345572
1050	0.2283099312
1051	0.2282728355
1052	0.2282379585
1053	0.2281996603
1054	0.2281676657
1055	0.2281376962
1056	0.2281049459
1057	0.2280684329
1058	0.2280365367
1059	0.2280016645
1060	0.2279684827
1061	0.2279460418
1062	0.2279244288
1063	0.2278967306
1064	0.2278652006
1065	0.227838994
1066	0.2278119362
1067	0.2277795362
1068	0.2277459289
1069	0.22771064
1070	0.2276853517
1071	0.2276497253
1072	0.2276222107
1073	0.22759345
1074	0.2275595234
1075	0.2275346098
1076	0.2275118698
1077	0.227484042
1078	0.2274545253
1079	0.2274239419
1080	0.2273943158
1081	0.2273652617
1082	0.227345467
1083	0.2273193434
1084	0.2272960414
1085	0.2272702652
1086	0.2272441257
1087	0.2272148483
1088	0.2271806423
1089	0.2271576582
1090	0.2271294002
1091	0.2271005602
1092	0.2270742249
1093	0.227046036
1094	0.2270223724
1095	0.2269839215
1096	0.2269485985
1097	0.2269220149
1098	0.2268893244
1099	0.2268593473
1100	0.22683024
1101	0.2268037792
1102	0.2267747837
1103	0.2267407018
1104	0.2267067171
1105	0.2266777139
1106	0.2266560399
1107	0.2266339845
1108	0.226607111
1109	0.2265847094
1110	0.2265583128
1111	0.2265294614
1112	0.2264975726
1113	0.2264691922
1114	0.2264355003
1115	0.2264052954
1116	0.2263781575
1117	0.2263505493
1118	0.2263275335
1119	0.2263101616
1120	0.226274519
1121	0.226254018
1122	0.2262286679
1123	0.2262048341
1124	0.2261756414
1125	0.2261460507
1126	0.22612136
1127	0.2260857341
1128	0.2260632211
1129	0.2260402612
1130	0.2260113935
1131	0.225978027
1132	0.2259534898
1133	0.2259204416
1134	0.2258989839
1135	0.2258700439
1136	0.2258377733
1137	0.2258046136
1138	0.2257775971
1139	0.2257491337
1140	0.2257248436
1141	0.2256964288
1142	0.2256621858
1143	0.2256343784
1144	0.2256066802
1145	0.2255571999
1146	0.2255263969
1147	0.2254971188
1148	0.2254666669
1149	0.2254386691
1150	0.2254108198
1151	0.2253889857
1152	0.2253608903
1153	0.2253361685
1154	0.2253122353
1155	0.2252837671
1156	0.2252486164
1157	0.2252132539
1158	0.2251856103
1159	0.2251587792
1160	0.2251337487
1161	0.2251004218
1162	0.2250743695
1163	0.2250558799
1164	0.2250358538
1165	0.2250067676
1166	0.2249801879
1167	0.2249585979
1168	0.2249316275
1169	0.2249071217
1170	0.2248857191
1171	0.2248575942
1172	0.2248266625
1173	0.2247983377
1174	0.2247785452
1175	0.22475514
1176	0.2247319152
1177	0.2247083907
1178	0.2246851009
1179	0.2246605369
1180	0.2246381539
1181	0.224619144
1182	0.2245914579
1183	0.224572237
1184	0.2245503169
1185	0.2245307702
1186	0.2245030826
1187	0.2244759591
1188	0.2244452547
1189	0.2244166809
1190	0.2243872218
1191	0.2243591065
1192	0.2243292654
1193	0.22430626
1194	0.2242650859
1195	0.2242367696
1196	0.2242126868
1197	0.2241862893
1198	0.2241712998
1199	0.2241490262
1200	0.2241237225
1201	0.224094095
1202	0.2240705523
1203	0.2240436982
1204	0.2240247864
1205	0.2239938183
1206	0.22395658
1207	0.2239337097
1208	0.2239021574
1209	0.2238816189
1210	0.22385158
1211	0.2238281576
1212	0.2238002008
1213	0.2237698892
1214	0.2237426396
1215	0.2237189596
1216	0.2236926853
1217	0.2236718623
1218	0.2236543258
1219	0.2236350106
1220	0.2236147399
1221	0.2235851732
1222	0.2235549855
1223	0.2235263685
1224	0.2234925589
1225	0.2234663731
1226	0.2234426856
1227	0.2234135843
1228	0.2233923332
1229	0.2233638246
1230	0.2233388242
1231	0.2233137839
1232	0.2232898261
1233	0.2232662651
1234	0.2232369595
1235	0.2232095575
1236	0.2231836028
1237	0.2231545642
1238	0.2231292814
1239	0.2231136366
1240	0.2230906955
1241	0.2230592907
1242	0.2230329068
1243	0.2230100514
1244	0.2229868564
1245	0.2229655748
1246	0.2229433938
1247	0.2229245444
1248	0.2228994965
1249	0.2228740442
1250	0.2228494271
1251	0.2228212437
1252	0.222799338
1253	0.2227786407
1254	0.2227509601
1255	0.2227302192
1256	0.2227020443
1257	0.2226745991
1258	0.2226541153
1259	0.2226252009
1260	0.2226021742
1261	0.2225769414
1262	0.2225496082
1263	0.2225246264
1264	0.2225018346
1265	0.2224724088
1266	0.2224433314
1267	0.2224176252
1268	0.2223912166
1269	0.2223703176
1270	0.2223404078
1271	0.222316878
1272	0.222298563
1273	0.222278062
1274	0.2222562962
1275	0.2222365309
1276	0.2222163827
1277	0.2221916295
1278	0.22216169
1279	0.2221365856
1280	0.2221077999
1281	0.2220824439
1282	0.2220657753
1283	0.222046233
1284	0.222029779
1285	0.2220095414
1286	0.2219907698
1287	0.2219653675
1288	0.221943465
1289	0.2219229665
1290	0.2219001673
1291	0.2218691846
1292	0.221845312
1293	0.2218171682
1294	0.2217934621
1295	0.221770715
1296	0.2217510911
1297	0.2217274015
1298	0.2217109106
1299	0.2216875963
1300	0.2216652751
1301	0.2216410845
1302	0.2216197695
1303	0.2215991338
1304	0.2215719802
1305	0.2215437001
1306	0.221518631
1307	0.2214957202
1308	0.2214684669
1309	0.2214475105
1310	0.2214223924
1311	0.2214018063
1312	0.2213780727
1313	0.2213513695
1314	0.2213352243
1315	0.2213101803
1316	0.221286526
1317	0.2212599093
1318	0.2212331396
1319	0.2212097346
1320	0.2211934875
1321	0.2211725907
1322	0.2211479866
1323	0.2211334102
1324	0.221115048
1325	0.2210961878
1326	0.2210796336
1327	0.2210576508
1328	0.2210379465
1329	0.2210132588
1330	0.2209959361
1331	0.2209749385
1332	0.2209521018
1333	0.220932507
1334	0.2209123693
1335	0.2208927869
1336	0.2208718218
1337	0.22084425
1338	0.2208191319
1339	0.2207979399
1340	0.2207749291
1341	0.2207613538
1342	0.2207370134
1343	0.2207136983
1344	0.220694599
1345	0.2206775068
1346	0.2206613058
1347	0.2206470027
1348	0.2206276819
1349	0.2206109588
1350	0.2205920758
1351	0.2205732215
1352	0.2205567339
1353	0.2205320018
1354	0.2205054703
1355	0.2204862895
1356	0.2204612039
1357	0.2204373962
1358	0.2204193195
1359	0.220396541
1360	0.2203754519
1361	0.2203518644
1362	0.2203272162
1363	0.2203049982
1364	0.2202821537
1365	0.2202561858
1366	0.2202298086
1367	0.2202090903
1368	0.2201869517
1369	0.2201697149
1370	0.2201457894
1371	0.2201230411
1372	0.2201018314
1373	0.2200746792
1374	0.2200541037
1375	0.2200400647
1376	0.2200220739
1377	0.2199969303
1378	0.2199742968
1379	0.2199586159
1380	0.2199313305
1381	0.2199128799
1382	0.2198987154
1383	0.2198762616
1384	0.2198625765
1385	0.2198436565
1386	0.2198198047
1387	0.2198019248
1388	0.2197756077
1389	0.2197542697
1390	0.2197266792
1391	0.2197048914
1392	0.2196815765
1393	0.2196595542
1394	0.2196420269
1395	0.2196220316
1396	0.2196029753
1397	0.219584662
1398	0.2195655361
1399	0.219543578
1400	0.2195238318
1401	0.2195056023
1402	0.2194831875
1403	0.2194697434
1404	0.2194443962
1405	0.2194316166
1406	0.2194153761
1407	0.2193983572
1408	0.2193717228
1409	0.2193500929
1410	0.2193349219
1411	0.2193185315
1412	0.2192982784
1413	0.219280674
1414	0.2192583884
1415	0.2192341488
1416	0.2192147925
1417	0.2191952409
1418	0.2191763183
1419	0.2191559877
1420	0.21913719
1421	0.2191157705
1422	0.2190987942
1423	0.2190790329
1424	0.2190618908
1425	0.2190401069
1426	0.2190181321
1427	0.2189940589
1428	0.2189716812
1429	0.2189514151
1430	0.2189235898
1431	0.2188980816
1432	0.2188800769
1433	0.2188570403
1434	0.2188372655
1435	0.2188171434
1436	0.2187993732
1437	0.2187781162
1438	0.2187604094
1439	0.2187356825
1440	0.218717529
1441	0.2186990311
1442	0.2186763989
1443	0.2186541313
1444	0.2186373451
1445	0.2186144629
1446	0.2185924838
1447	0.2185706021
1448	0.2185443222
1449	0.2185245156
1450	0.218498921
1451	0.2184742204
1452	0.2184558705
1453	0.2184375126
1454	0.2184147895
1455	0.2183945796
1456	0.2183751692
1457	0.218354078
1458	0.2183348205
1459	0.2183190514
1460	0.2183048533
1461	0.2182848111
1462	0.2182644733
1463	0.2182397468
1464	0.2182167424
1465	0.2182009013
1466	0.2181830795
1467	0.218164383
1468	0.2181430887
1469	0.2181247396
1470	0.2181035605
1471	0.2180844493
1472	0.2180549658
1473	0.2180371445
1474	0.218010914
1475	0.2179877839
1476	0.2179801339
1477	0.2179589697
1478	0.2179394005
1479	0.2179217647
1480	0.2179019181
1481	0.2178867095
1482	0.2178646754
1483	0.217848287
1484	0.2178249875
1485	0.2178044783
1486	0.2177814543
1487	0.2177705655
1488	0.21774692
1489	0.2177315929
1490	0.2177100748
1491	0.2176872661
1492	0.2176723724
1493	0.2176501008
1494	0.2176325477
1495	0.2176062268
1496	0.2175842158
1497	0.217562441
1498	0.2175405208
1499	0.2175221946
1500	0.2174990418
1501	0.217484632
1502	0.2174642425
1503	0.2174439442
1504	0.2174260964
1505	0.2174019633
1506	0.2173810903
1507	0.2173661697
1508	0.2173443465
1509	0.2173262567
1510	0.2173078452
1511	0.2172898969
1512	0.2172692169
1513	0.2172538468
