iter	Passed	Remaining
2559	647533	1837882
2560	647746	1837514
2561	647984	1837221
2562	648206	1836881
2563	648432	1836551
2564	648643	1836180
2565	648902	1835944
2566	649181	1835763
2567	649400	1835417
2568	649726	1835369
2569	650076	1835391
2570	650294	1835040
2571	650508	1834676
2572	650769	1834447
2573	650975	1834060
2574	651183	1833680
2575	651453	1833477
2576	651700	1833208
2577	652002	1833091
2578	652239	1832796
2579	652710	1833155
2580	653230	1833651
2581	653748	1834143
2582	654161	1834335
2583	654491	1834297
2584	654735	1834018
2585	655051	1833940
2586	655261	1833567
2587	655645	1833678
2588	656116	1834033
2589	656582	1834375
2590	656835	1834120
2591	657138	1834004
2592	657435	1833873
2593	657704	1833662
2594	657956	1833405
2595	658173	1833049
2596	658443	1832841
2597	658690	1832569
2598	658949	1832330
2599	659167	1831979
2600	659407	1831687
2601	659737	1831646
2602	660201	1831976
2603	660576	1832060
2604	660791	1831697
2605	661109	1831622
2606	661331	1831281
2607	661683	1831300
2608	662127	1831571
2609	662569	1831839
2610	663066	1832257
2611	663587	1832742
2612	663959	1832811
2613	664240	1832632
2614	664475	1832326
2615	664695	1831979
2616	664903	1831595
2617	665118	1831236
2618	665333	1830874
2619	665543	1830497
2620	665768	1830166
2621	666025	1829917
2622	666380	1829941
2623	666654	1829743
2624	666883	1829420
2625	667117	1829110
2626	667362	1828833
2627	667617	1828580
2628	667832	1828219
2629	668142	1828118
2630	668432	1827963
2631	668821	1828077
2632	669085	1827850
2633	669349	1827624
2634	669626	1827432
2635	669847	1827088
2636	670114	1826867
2637	670326	1826500
2638	670557	1826183
2639	670841	1826011
2640	671099	1825766
2641	671343	1825484
2642	671570	1825156
2643	671823	1824900
2644	672067	1824619
2645	672309	1824332
2646	672612	1824209
2647	672866	1823956
2648	673213	1823954
2649	673652	1824200
2650	674196	1824730
2651	674641	1824990
2652	675117	1825337
2653	675416	1825202
2654	675674	1824958
2655	675917	1824672
2656	676177	1824431
2657	676474	1824291
2658	676705	1823973
2659	677004	1823840
2660	677235	1823521
2661	677477	1823235
2662	677687	1822860
2663	677896	1822483
2664	678138	1822194
2665	678351	1821828
2666	678591	1821535
2667	678812	1821193
2668	679102	1821033
2669	679421	1820952
2670	679634	1820585
2671	679849	1820226
2672	680062	1819860
2673	680278	1819502
2674	680486	1819125
2675	680704	1818772
2676	681051	1818765
2677	681275	1818431
2678	681595	1818350
2679	681806	1817980
2680	682024	1817628
2681	682269	1817350
2682	682483	1816988
2683	682851	1817035
2684	683243	1817149
2685	683479	1816844
2686	683678	1816442
2687	684080	1816579
2688	684335	1816326
2689	684546	1815956
2690	684978	1816173
2691	685240	1815938
2692	685468	1815614
2693	685662	1815198
2694	685944	1815018
2695	686190	1814740
2696	686519	1814683
2697	686798	1814492
2698	687008	1814119
2699	687332	1814049
2700	687529	1813641
2701	687728	1813242
2702	687967	1812946
2703	688300	1812899
2704	688539	1812601
2705	688835	1812456
2706	689107	1812248
2707	689333	1811918
2708	689545	1811552
2709	689784	1811257
2710	690004	1810911
2711	690254	1810644
2712	690453	1810244
2713	690830	1810313
2714	691059	1809990
2715	691288	1809668
2716	691521	1809358
2717	691723	1808966
2718	691954	1808651
2719	692269	1808555
2720	692620	1808551
2721	692869	1808282
2722	693236	1808320
2723	693434	1807918
2724	693632	1807517
2725	693828	1807110
2726	694085	1806862
2727	694308	1806526
2728	694542	1806218
2729	694739	1805812
2730	694937	1805412
2731	695163	1805084
2732	695393	1804766
2733	695624	1804449
2734	695819	1804042
2735	696056	1803742
2736	696250	1803331
2737	696489	1803039
2738	696683	1802626
2739	696894	1802260
2740	697097	1801872
2741	697313	1801519
2742	697537	1801187
2743	697786	1800919
2744	698026	1800629
2745	698245	1800282
2746	698469	1799950
2747	698708	1799657
2748	698944	1799355
2749	699142	1798957
2750	699404	1798723
2751	699641	1798423
2752	699853	1798061
2753	700080	1797736
2754	700334	1797481
2755	700634	1797345
2756	700891	1797099
2757	701291	1797219
2758	701523	1796907
2759	701776	1796648
2760	702009	1796340
2761	702348	1796303
2762	702601	1796046
2763	702813	1795682
2764	703104	1795523
2765	703341	1795223
2766	703594	1794967
2767	703791	1794566
2768	704005	1794208
2769	704251	1793934
2770	704468	1793586
2771	704702	1793279
2772	704912	1792913
2773	705150	1792616
2774	705497	1792598
2775	705722	1792270
2776	705947	1791942
2777	706140	1791533
2778	706382	1791248
2779	706624	1790961
2780	706817	1790552
2781	707019	1790166
2782	707244	1789838
2783	707475	1789527
2784	707685	1789160
2785	707994	1789045
2786	708193	1788651
2787	708575	1788721
2788	708925	1788709
2789	709179	1788453
2790	709376	1788055
2791	709698	1787971
2792	709903	1787595
2793	710112	1787225
2794	710410	1787082
2795	710664	1786826
2796	710995	1786768
2797	711234	1786475
2798	711446	1786113
2799	711654	1785744
2800	711852	1785350
2801	712103	1785087
2802	712340	1784789
2803	712562	1784456
2804	712780	1784112
2805	713033	1783854
2806	713244	1783491
2807	713465	1783155
2808	713690	1782829
2809	713982	1782669
2810	714216	1782364
2811	714505	1782198
2812	714748	1781916
2813	714979	1781605
2814	715200	1781268
2815	715478	1781073
2816	715706	1780755
2817	715972	1780531
2818	716215	1780248
2819	716443	1779931
2820	716717	1779724
2821	716951	1779420
2822	717177	1779096
2823	717438	1778862
2824	717775	1778813
2825	718115	1778771
2826	718521	1778892
2827	718845	1778812
2828	719126	1778624
2829	719467	1778583
2830	719765	1778438
2831	720015	1778174
2832	720291	1777973
2833	720664	1778012
2834	720996	1777948
2835	721358	1777961
2836	721602	1777679
2837	721848	1777406
2838	722201	1777394
2839	722552	1777377
2840	722857	1777246
2841	723164	1777121
2842	723516	1777107
2843	723822	1776978
2844	724018	1776582
2845	724212	1776178
2846	724460	1775908
2847	724672	1775548
2848	724903	1775237
2849	725160	1774989
2850	725389	1774672
2851	725613	1774344
2852	725892	1774148
2853	726176	1773967
2854	726409	1773661
2855	726616	1773289
2856	726831	1772939
2857	727047	1772592
2858	727255	1772224
2859	727575	1772129
2860	727859	1771947
2861	728167	1771824
2862	728424	1771573
2863	728624	1771188
2864	728841	1770842
2865	729344	1771192
2866	729657	1771080
2867	729967	1770959
2868	730218	1770696
2869	730581	1770705
2870	730821	1770415
2871	731045	1770086
2872	731293	1769817
2873	731494	1769433
2874	731712	1769089
2875	731934	1768756
2876	732161	1768435
2877	732358	1768043
2878	732605	1767770
2879	732806	1767387
2880	733004	1766996
2881	733198	1766596
2882	733422	1766268
2883	733655	1765961
2884	733905	1765698
2885	734129	1765369
2886	734363	1765067
2887	734650	1764890
2888	734863	1764538
2889	735077	1764186
2890	735344	1763961
2891	735557	1763607
2892	735800	1763328
2893	736316	1763699
2894	736896	1764224
2895	737441	1764665
2896	738113	1765408
2897	738513	1765499
2898	738765	1765239
2899	738980	1764888
2900	739227	1764614
2901	739430	1764238
2902	739676	1763962
2903	739902	1763637
2904	740098	1763243
2905	740306	1762877
2906	740504	1762486
2907	740764	1762244
2908	741019	1761991
2909	741357	1761934
2910	741589	1761624
2911	741841	1761364
2912	742049	1760997
2913	742475	1761149
2914	742861	1761207
2915	743148	1761028
2916	743382	1760722
2917	743691	1760597
2918	743926	1760294
2919	744170	1760013
2920	744417	1759740
2921	744617	1759356
2922	744890	1759144
2923	745153	1758909
2924	745361	1758543
2925	745630	1758321
2926	745890	1758080
2927	746114	1757750
2928	746338	1757424
2929	746538	1757040
2930	746736	1756652
2931	746952	1756306
2932	747204	1756045
2933	747633	1756199
2934	748010	1756231
2935	748410	1756317
2936	748670	1756074
2937	749133	1756307
2938	749475	1756256
2939	749805	1756177
2940	750054	1755907
2941	750292	1755612
2942	750533	1755325
2943	750738	1754953
2944	750952	1754602
2945	751153	1754220
2946	751358	1753850
2947	751567	1753488
2948	751774	1753119
2949	752010	1752822
2950	752248	1752527
2951	752454	1752158
2952	752709	1751905
2953	752982	1751691
2954	753428	1751881
2955	753624	1751489
2956	753823	1751104
2957	754026	1750728
2958	754257	1750417
2959	754458	1750038
2960	754704	1749762
2961	754929	1749437
2962	755134	1749066
2963	755334	1748686
2964	755578	1748406
2965	755775	1748017
2966	755971	1747626
2967	756213	1747342
2968	756455	1747058
2969	756837	1747097
2970	757192	1747072
2971	757521	1746988
2972	757782	1746748
2973	758074	1746578
2974	758276	1746202
2975	758561	1746016
2976	758791	1745705
2977	759065	1745493
2978	759274	1745133
2979	759540	1744905
2980	759823	1744713
2981	760023	1744333
2982	760372	1744293
2983	760573	1743914
2984	760840	1743687
2985	761112	1743473
2986	761438	1743381
2987	761723	1743193
2988	761931	1742831
2989	762223	1742661
2990	762433	1742304
2991	762703	1742083
2992	762945	1741799
2993	763184	1741508
2994	763449	1741276
2995	763715	1741045
2996	763920	1740679
2997	764143	1740351
2998	764584	1740518
2999	765060	1740766
3000	765321	1740525
3001	765545	1740200
3002	765801	1739947
3003	765999	1739563
3004	766251	1739301
3005	766456	1738932
3006	766675	1738596
3007	767016	1738537
3008	767368	1738501
3009	767721	1738468
3010	767980	1738223
3011	768458	1738470
3012	768652	1738077
3013	768983	1737995
3014	769196	1737643
3015	769413	1737303
3016	769665	1737041
3017	769928	1736803
3018	770139	1736448
3019	770379	1736160
3020	770586	1735797
3021	770835	1735528
3022	771127	1735356
3023	771331	1734986
3024	771611	1734786
3025	771828	1734444
3026	772080	1734183
3027	772340	1733941
3028	772604	1733705
3029	772813	1733346
3030	773104	1733171
3031	773334	1732860
3032	773593	1732614
3033	773857	1732380
3034	774095	1732086
3035	774330	1731785
3036	774540	1731431
3037	774765	1731109
3038	774999	1730805
3039	775273	1730594
3040	775470	1730210
3041	775728	1729960
3042	775933	1729595
3043	776157	1729271
3044	776409	1729008
3045	776611	1728635
3046	776833	1728307
3047	777048	1727963
3048	777256	1727605
3049	777490	1727303
3050	777761	1727084
3051	777962	1726710
3052	778179	1726371
3053	778386	1726008
3054	778634	1725740
3055	778836	1725366
3056	779065	1725054
3057	779264	1724676
3058	779541	1724470
3059	779735	1724081
3060	779989	1723824
3061	780182	1723433
3062	780403	1723104
3063	780600	1722721
3064	780863	1722485
3065	781066	1722117
3066	781305	1721827
3067	781523	1721490
3068	781805	1721296
3069	782030	1720977
3070	782239	1720621
3071	782467	1720307
3072	782706	1720018
3073	782952	1719745
3074	783157	1719379
3075	783376	1719048
3076	783573	1718665
3077	783790	1718330
3078	784007	1717992
3079	784230	1717667
3080	784527	1717507
3081	784792	1717274
3082	784998	1716912
3083	785274	1716706
3084	785471	1716325
3085	785858	1716359
3086	786093	1716061
3087	786295	1715692
3088	786553	1715444
3089	786811	1715198
3090	787009	1714820
3091	787229	1714491
3092	787456	1714176
3093	787655	1713800
3094	787877	1713473
3095	788136	1713230
3096	788368	1712926
3097	788646	1712723
3098	788875	1712411
3099	789151	1712203
3100	789416	1711973
3101	789609	1711585
3102	789836	1711270
3103	790033	1710891
3104	790286	1710632
3105	790503	1710296
3106	790766	1710061
3107	790968	1709693
3108	791184	1709356
3109	791443	1709110
3110	791634	1708718
3111	791890	1708467
3112	792087	1708089
3113	792314	1707776
3114	792526	1707429
3115	792831	1707284
3116	793051	1706956
3117	793273	1706633
3118	793576	1706482
3119	793835	1706237
3120	794082	1705967
3121	794296	1705625
3122	794524	1705315
3123	794836	1705183
3124	795061	1704865
3125	795362	1704711
3126	795597	1704415
3127	795817	1704088
3128	796056	1703799
3129	796341	1703611
3130	796611	1703389
3131	796827	1703052
3132	797075	1702784
3133	797270	1702403
3134	797502	1702102
3135	797709	1701747
3136	797917	1701392
3137	798173	1701142
3138	798365	1700754
3139	798643	1700552
3140	798900	1700302
3141	799124	1699983
3142	799361	1699692
3143	799557	1699313
3144	799780	1698993
3145	799987	1698639
3146	800262	1698428
3147	800461	1698056
3148	800684	1697736
3149	800877	1697352
3150	801111	1697054
3151	801380	1696831
3152	801636	1696581
3153	801833	1696206
3154	802093	1695964
3155	802287	1695581
3156	802623	1695500
3157	802976	1695455
3158	803419	1695599
3159	803813	1695639
3160	804361	1696004
3161	804896	1696341
3162	805370	1696548
3163	806110	1697317
3164	806637	1697634
3165	806913	1697424
3166	807217	1697272
3167	807523	1697124
3168	807807	1696930
3169	808086	1696726
3170	808479	1696762
3171	808738	1696514
3172	809026	1696329
3173	809364	1696249
3174	809596	1695944
3175	809973	1695944
3176	810405	1696061
3177	810606	1695692
3178	810934	1695589
3179	811132	1695216
3180	811369	1694923
3181	811562	1694537
3182	811823	1694295
3183	812045	1693971
3184	812253	1693619
3185	812480	1693304
3186	812691	1692958
3187	812947	1692706
3188	813140	1692321
3189	813387	1692049
3190	813585	1691676
3191	813840	1691421
3192	814043	1691059
3193	814277	1690760
3194	814537	1690515
3195	814811	1690299
3196	815054	1690020
3197	815299	1689745
3198	815513	1689406
3199	815861	1689342
3200	816153	1689163
3201	816412	1688918
3202	816768	1688872
3203	817041	1688653
3204	817335	1688480
3205	817617	1688279
3206	817893	1688069
3207	818103	1687720
3208	818507	1687772
3209	818802	1687601
3210	819075	1687382
3211	819389	1687248
3212	819628	1686959
3213	819855	1686646
3214	820089	1686348
3215	820337	1686079
3216	820582	1685803
3217	820829	1685532
3218	821048	1685201
3219	821280	1684901
3220	821546	1684668
3221	821798	1684406
3222	822039	1684121
3223	822300	1683879
3224	822528	1683570
3225	822753	1683253
3226	823050	1683083
3227	823304	1682826
3228	823669	1682795
3229	823912	1682516
3230	824227	1682384
3231	824439	1682040
3232	824731	1681860
3233	825034	1681703
3234	825322	1681513
3235	825553	1681210
3236	825847	1681035
3237	826095	1680764
3238	826330	1680468
3239	826640	1680325
3240	826867	1680012
3241	827234	1679985
3242	827564	1679880
3243	827843	1679674
3244	828137	1679497
3245	828366	1679189
3246	828645	1678982
3247	829019	1678968
3248	829324	1678815
3249	829591	1678582
3250	829828	1678291
3251	830047	1677962
3252	830312	1677725
3253	830633	1677604
3254	830901	1677374
3255	831197	1677201
3256	831556	1677155
3257	831912	1677103
3258	832149	1676811
3259	832369	1676484
3260	832699	1676379
3261	832989	1676193
3262	833395	1676240
3263	833777	1676240
3264	834141	1676202
3265	834475	1676104
3266	834789	1675968
3267	835070	1675762
3268	835307	1675469
3269	835562	1675214
3270	835921	1675164
3271	836186	1674929
3272	836421	1674632
3273	836686	1674395
3274	836943	1674142
3275	837182	1673853
3276	837432	1673587
3277	837720	1673395
3278	837931	1673052
3279	838196	1672816
3280	838436	1672528
3281	838705	1672300
3282	838936	1671994
3283	839302	1671960
3284	839728	1672043
3285	839961	1671742
3286	840201	1671455
3287	840460	1671206
3288	840700	1670920
3289	840926	1670606
3290	841187	1670362
3291	841414	1670050
3292	841669	1669791
3293	841940	1669567
3294	842251	1669421
3295	842498	1669149
3296	842724	1668834
3297	842980	1668579
3298	843199	1668251
3299	843465	1668016
3300	843688	1667697
3301	843914	1667382
3302	844164	1667116
3303	844574	1667165
3304	844976	1667199
3305	845341	1667158
3306	845730	1667166
3307	846024	1666984
3308	846318	1666805
3309	846522	1666447
3310	846843	1666319
3311	847039	1665946
3312	847266	1665635
3313	847506	1665347
3314	847766	1665100
3315	848062	1664923
3316	848296	1664625
3317	848655	1664571
3318	849060	1664608
3319	849459	1664632
3320	849724	1664395
3321	849997	1664173
3322	850297	1664003
3323	850680	1663996
3324	850918	1663705
3325	851227	1663553
3326	851469	1663271
3327	851821	1663202
3328	852251	1663286
3329	852543	1663098
3330	852883	1663008
3331	853117	1662708
3332	853506	1662711
3333	853755	1662441
3334	853958	1662082
3335	854192	1661782
3336	854397	1661428
3337	854643	1661153
3338	854894	1660886
3339	855126	1660583
3340	855544	1660643
3341	855809	1660403
3342	856047	1660112
3343	856241	1659736
3344	856459	1659405
3345	856796	1659306
3346	856987	1658925
3347	857304	1658786
3348	857748	1658894
3349	858140	1658900
3350	858582	1659003
3351	859036	1659130
3352	859389	1659059
3353	859621	1658757
3354	859864	1658475
3355	860069	1658119
3356	860322	1657857
3357	860521	1657490
3358	860739	1657160
3359	860952	1656820
3360	861204	1656556
3361	861407	1656198
3362	861684	1655981
3363	861988	1655818
3364	862192	1655461
3365	862456	1655220
3366	862681	1654903
3367	862874	1654526
3368	863098	1654207
3369	863319	1653885
3370	863513	1653510
3371	863712	1653142
3372	863906	1652769
3373	864163	1652514
3374	864523	1652456
3375	864762	1652168
3376	865058	1651988
3377	865388	1651873
3378	865617	1651563
3379	865923	1651402
3380	866142	1651076
3381	866506	1651024
3382	866906	1651043
3383	867187	1650834
3384	867437	1650565
3385	867708	1650338
3386	868212	1650552
3387	868666	1650670
3388	869190	1650923
3389	869617	1650990
3390	870018	1651007
3391	870429	1651044
3392	870854	1651107
3393	871211	1651040
3394	871431	1650713
3395	871731	1650539
3396	872002	1650310
3397	872216	1649973
3398	872437	1649647
3399	872742	1649483
3400	873113	1649442
3401	873451	1649339
3402	873682	1649034
3403	873903	1648710
3404	874135	1648406
3405	874358	1648086
3406	874598	1647797
3407	874811	1647459
3408	875113	1647286
3409	875393	1647075
3410	875604	1646732
3411	875837	1646430
3412	876116	1646216
3413	876331	1645880
3414	876538	1645531
3415	876903	1645477
3416	877107	1645121
3417	877344	1644828
3418	877558	1644492
3419	877813	1644231
3420	878054	1643945
3421	878252	1643579
3422	878456	1643223
3423	878668	1642884
3424	878867	1642519
3425	879129	1642274
3426	879359	1641966
3427	879670	1641811
3428	879919	1641540
3429	880175	1641283
3430	880413	1640991
3431	880617	1640637
3432	880850	1640336
3433	881092	1640052
3434	881285	1639678
3435	881512	1639367
3436	881730	1639038
3437	881952	1638718
3438	882160	1638370
3439	882395	1638074
3440	882614	1637748
3441	882829	1637416
3442	883076	1637140
3443	883271	1636770
3444	883475	1636417
3445	883710	1636120
3446	883944	1635822
3447	884197	1635560
3448	884580	1635538
3449	884925	1635445
3450	885172	1635171
3451	885361	1634790
3452	885621	1634540
3453	885837	1634207
3454	886073	1633914
3455	886302	1633607
3456	886535	1633307
3457	886798	1633062
3458	887015	1632734
3459	887222	1632385
3460	887463	1632102
3461	887657	1631730
3462	887916	1631478
3463	888131	1631146
3464	888347	1630816
3465	888560	1630480
3466	888810	1630212
3467	889049	1629923
3468	889242	1629552
3469	889434	1629176
3470	889641	1628831
3471	889888	1628556
3472	890106	1628231
3473	890344	1627941
3474	890567	1627624
3475	890796	1627318
3476	890999	1626965
3477	891193	1626595
3478	891398	1626245
3479	891606	1625901
3480	891844	1625611
3481	892053	1625268
3482	892261	1624924
3483	892473	1624589
3484	892679	1624241
3485	892883	1623889
3486	893082	1623529
3487	893425	1623432
3488	893651	1623121
3489	893877	1622810
3490	894384	1623009
3491	894861	1623154
3492	895267	1623169
3493	895717	1623263
3494	896122	1623277
3495	896372	1623009
3496	896585	1622674
3497	896795	1622334
3498	897005	1621993
3499	897256	1621726
3500	897452	1621361
3501	897704	1621096
3502	897929	1620784
3503	898305	1620744
3504	898735	1620800
3505	898976	1620515
3506	899181	1620167
3507	899436	1619908
3508	899682	1619633
3509	899965	1619424
3510	900226	1619177
3511	900486	1618926
3512	900689	1618575
3513	900932	1618294
3514	901180	1618023
3515	901380	1617664
3516	901624	1617387
3517	901823	1617028
3518	902053	1616724
3519	902270	1616397
3520	902508	1616108
3521	902738	1615804
3522	902970	1615503
3523	903185	1615174
3524	903444	1614923
3525	903671	1614615
3526	903929	1614361
3527	904232	1614189
3528	904479	1613915
3529	904716	1613623
3530	905050	1613506
3531	905363	1613352
3532	905658	1613164
3533	905876	1612839
3534	906093	1612513
3535	906312	1612190
3536	906570	1611937
3537	906810	1611651
3538	907024	1611320
3539	907247	1611004
3540	907478	1610704
3541	907683	1610357
3542	907886	1610005
3543	908123	1609716
3544	908371	1609444
3545	908611	1609160
3546	908842	1608859
3547	909085	1608579
3548	909573	1608733
3549	909894	1608591
3550	910140	1608317
3551	910455	1608163
3552	910734	1607948
3553	911034	1607768
3554	911310	1607547
3555	911561	1607280
3556	911810	1607011
3557	912085	1606788
3558	912381	1606602
3559	912700	1606456
3560	912927	1606148
3561	913183	1605891
3562	913516	1605769
3563	914020	1605947
3564	914324	1605774
3565	914632	1605608
3566	914924	1605413
3567	915227	1605238
3568	915512	1605031
3569	915871	1604955
3570	916165	1604764
3571	916511	1604665
3572	916970	1604762
3573	917225	1604503
3574	917473	1604230
3575	917756	1604020
3576	917980	1603707
3577	918260	1603490
3578	918476	1603162
3579	918696	1602842
3580	918956	1602592
3581	919207	1602326
3582	919425	1602001
3583	919633	1601660
3584	919844	1601324
3585	920061	1600999
3586	920316	1600739
3587	920545	1600434
3588	920773	1600128
3589	920984	1599794
3590	921229	1599517
3591	921474	1599240
3592	921710	1598948
3593	921984	1598721
3594	922191	1598379
3595	922402	1598044
3596	922608	1597700
3597	922860	1597436
3598	923077	1597111
3599	923319	1596830
3600	923545	1596520
3601	923747	1596170
3602	923985	1595881
3603	924222	1595591
3604	924432	1595255
3605	924688	1594998
3606	924908	1594679
3607	925134	1594369
3608	925342	1594030
3609	925599	1593775
3610	925836	1593485
3611	926078	1593203
3612	926279	1592852
3613	926523	1592574
3614	926793	1592341
3615	927048	1592082
3616	927261	1591751
3617	927490	1591448
3618	927701	1591114
3619	927958	1590859
3620	928186	1590554
3621	928464	1590335
3622	928671	1589994
3623	928895	1589681
3624	929151	1589426
3625	929513	1589350
3626	930133	1589714
3627	930577	1589779
3628	931058	1589906
3629	931632	1590191
3630	931977	1590086
3631	932228	1589819
3632	932517	1589617
3633	932847	1589485
3634	933158	1589321
3635	933456	1589136
3636	933689	1588838
3637	933968	1588619
3638	934213	1588342
3639	934470	1588086
3640	934710	1587801
3641	934950	1587516
3642	935205	1587256
3643	935430	1586945
3644	935781	1586850
3645	936018	1586559
3646	936425	1586556
3647	936662	1586266
3648	936999	1586145
3649	937274	1585920
3650	937564	1585718
3651	937947	1585676
3652	938205	1585420
3653	938602	1585401
3654	938915	1585238
3655	939174	1584985
3656	939454	1584767
3657	939688	1584472
3658	939925	1584181
3659	940176	1583915
3660	940450	1583687
3661	940782	1583556
3662	941022	1583271
3663	941513	1583407
3664	941962	1583473
3665	942287	1583330
3666	942588	1583147
3667	943050	1583235
3668	943530	1583352
3669	943896	1583277
3670	944363	1583371
3671	944752	1583334
3672	945055	1583155
3673	945703	1583551
3674	946028	1583407
3675	946330	1583224
3676	946775	1583281
3677	947039	1583033
3678	947313	1582803
3679	947656	1582688
3680	948065	1582685
3681	948420	1582589
3682	948826	1582579
3683	949081	1582318
3684	949370	1582111
3685	949702	1581978
3686	950357	1582382
3687	950872	1582553
3688	951625	1583118
3689	952190	1583372
3690	952612	1583385
3691	952888	1583157
3692	953156	1582915
3693	953476	1582760
3694	954172	1583228
3695	954938	1583813
3696	955344	1583799
3697	955742	1583771
3698	956436	1584236
3699	956799	1584149
3700	957046	1583872
3701	957291	1583591
3702	957627	1583460
3703	957974	1583348
3704	958717	1583889
3705	959604	1584668
3706	959990	1584619
3707	960682	1585074
3708	961052	1584998
3709	961367	1584831
3710	961741	1584761
3711	962235	1584889
3712	962841	1585200
3713	963118	1584970
3714	963477	1584875
3715	963717	1584583
3716	964133	1584582
3717	965133	1585539
3718	965715	1585809
3719	966364	1586187
3720	966971	1586498
3721	967314	1586374
3722	967753	1586408
3723	968338	1586681
3724	968869	1586865
3725	969322	1586921
3726	969938	1587243
3727	970430	1587361
3728	970783	1587253
3729	971122	1587121
3730	971424	1586929
3731	971827	1586901
3732	972146	1586736
3733	972843	1587189
3734	973296	1587241
3735	973687	1587193
3736	974038	1587081
3737	974364	1586927
3738	974778	1586914
3739	975281	1587048
3740	975622	1586918
3741	976032	1586901
3742	976410	1586830
3743	976727	1586660
3744	977078	1586545
3745	977421	1586418
3746	977827	1586392
3747	978178	1586277
3748	978416	1585979
3749	979030	1586289
3750	979454	1586292
3751	979777	1586132
3752	980077	1585934
3753	980496	1585927
3754	980833	1585790
3755	981271	1585814
3756	981541	1585566
3757	981962	1585564
3758	982236	1585322
3759	982673	1585344
3760	983130	1585399
3761	983702	1585639
3762	984116	1585622
3763	984700	1585880
3764	985018	1585710
3765	985411	1585660
3766	985854	1585689
3767	986366	1585829
3768	986853	1585930
3769	987477	1586250
3770	987879	1586213
3771	988364	1586308
3772	988731	1586216
3773	989038	1586026
3774	989436	1585982
3775	989846	1585956
3776	990436	1586220
3777	991161	1586698
3778	991586	1586696
3779	992060	1586772
3780	992636	1587010
3781	993306	1587399
3782	993762	1587446
3783	994146	1587377
3784	994503	1587263
3785	994931	1587265
3786	995276	1587134
3787	995752	1587210
3788	996119	1587113
3789	996438	1586940
3790	996819	1586864
3791	997299	1586947
3792	997750	1586983
3793	998216	1587043
3794	998569	1586923
3795	998899	1586766
3796	999500	1587038
3797	999886	1586970
3798	1000395	1587098
3799	1000864	1587161
3800	1001296	1587164
3801	1001553	1586890
3802	1001839	1586662
3803	1002263	1586654
3804	1002698	1586662
3805	1003122	1586651
3806	1003557	1586658
3807	1004082	1586808
3808	1004529	1586835
3809	1004917	1586767
3810	1005272	1586647
3811	1005725	1586681
3812	1006104	1586599
3813	1006605	1586709
3814	1006936	1586551
3815	1007291	1586431
3816	1007687	1586375
3817	1008006	1586198
3818	1008352	1586063
3819	1008648	1585848
3820	1008984	1585697
3821	1009472	1585785
3822	1009941	1585843
3823	1010254	1585656
3824	1010555	1585448
3825	1010877	1585276
3826	1011147	1585021
3827	1011428	1584783
3828	1011861	1584782
3829	1012208	1584647
3830	1012575	1584544
3831	1013092	1584676
3832	1013604	1584797
3833	1013937	1584640
3834	1014357	1584619
3835	1014734	1584529
3836	1015089	1584408
3837	1015486	1584349
3838	1015886	1584295
3839	1016317	1584291
3840	1016711	1584227
3841	1017117	1584183
3842	1017369	1583898
3843	1017738	1583795
3844	1018125	1583721
3845	1018626	1583823
3846	1019081	1583854
3847	1019375	1583635
3848	1019615	1583331
3849	1019858	1583031
3850	1020106	1582741
3851	1020516	1582700
3852	1020882	1582592
3853	1021172	1582366
3854	1021439	1582105
3855	1021810	1582004
3856	1022173	1581890
3857	1022739	1582091
3858	1023258	1582218
3859	1023717	1582253
3860	1024174	1582284
3861	1024531	1582161
3862	1025081	1582335
3863	1025562	1582403
3864	1026094	1582548
3865	1026431	1582393
3866	1026799	1582285
3867	1027110	1582090
3868	1027737	1582381
3869	1028122	1582299
3870	1028375	1582014
3871	1028658	1581774
3872	1028970	1581580
3873	1029232	1581309
3874	1029556	1581133
3875	1029846	1580905
3876	1030146	1580692
3877	1030397	1580403
3878	1030672	1580152
3879	1031106	1580144
3880	1031421	1579953
3881	1031789	1579844
3882	1032465	1580205
3883	1032936	1580253
3884	1033198	1579982
3885	1033502	1579774
3886	1033782	1579530
3887	1034071	1579299
3888	1034534	1579334
3889	1034862	1579162
3890	1035149	1578928
3891	1035400	1578639
3892	1035695	1578417
3893	1035946	1578129
3894	1036285	1577974
3895	1036566	1577731
3896	1036841	1577478
3897	1037107	1577211
3898	1037372	1576943
3899	1037775	1576886
3900	1038129	1576754
3901	1038382	1576468
3902	1038795	1576424
3903	1039221	1576401
3904	1039621	1576337
3905	1039870	1576045
3906	1040366	1576127
3907	1040749	1576037
3908	1040990	1575733
3909	1041651	1576063
3910	1041970	1575877
3911	1042220	1575585
3912	1042530	1575384
3913	1042936	1575329
3914	1043702	1575817
3915	1043958	1575535
3916	1044253	1575311
3917	1044514	1575035
3918	1044806	1574807
3919	1045068	1574533
3920	1045374	1574326
3921	1045649	1574073
3922	1045914	1573803
3923	1046162	1573509
3924	1046442	1573263
3925	1046690	1572968
3926	1046931	1572663
3927	1047243	1572464
3928	1047492	1572172
3929	1047813	1571986
3930	1048232	1571949
3931	1048497	1571678
3932	1048908	1571629
3933	1049239	1571459
3934	1049699	1571480
3935	1050010	1571280
3936	1050275	1571011
3937	1050669	1570935
3938	1051072	1570871
3939	1051445	1570763
3940	1051839	1570686
3941	1052186	1570538
3942	1052480	1570313
