iter	Passed	Remaining
326	86122	2501764
327	86352	2500541
328	86584	2499368
329	86855	2499322
330	87066	2497577
331	87335	2497493
332	87538	2495498
333	87768	2494315
334	87991	2492904
335	88240	2492275
336	88441	2490281
337	88674	2489173
338	88888	2487555
339	89115	2486334
340	89348	2485254
341	89754	2488974
342	89957	2487086
343	90193	2486078
344	90433	2485225
345	90659	2483975
346	90908	2483342
347	91124	2481833
348	91355	2480743
349	91599	2480000
350	91811	2478376
351	92049	2477487
352	92322	2477527
353	92526	2475728
354	92753	2474549
355	92972	2473174
356	93254	2473452
357	93454	2471581
358	93686	2470546
359	93929	2469818
360	94179	2469287
361	94428	2468698
362	94632	2466955
363	94872	2466168
364	95122	2465616
365	95338	2464225
366	95575	2463359
367	95784	2461777
368	96014	2460732
369	96229	2459302
370	96472	2458630
371	96674	2456875
372	96902	2455811
373	97112	2454292
374	97422	2455317
375	97640	2454002
376	97879	2453213
377	98099	2451960
378	98378	2452204
379	98580	2450513
380	98817	2449693
381	99024	2448133
382	99272	2447593
383	99477	2445995
384	99727	2445528
385	99926	2443786
386	100157	2442861
387	100357	2441163
388	100598	2440480
389	100802	2438902
390	101043	2438215
391	101281	2437472
392	101658	2440069
393	102133	2444981
394	102628	2450341
395	103024	2453327
396	103439	2456759
397	103916	2461618
398	104422	2467144
399	104809	2469836
400	105291	2474755
401	105520	2473693
402	105945	2477226
403	106212	2477062
404	106479	2476903
405	106685	2475320
406	106979	2475770
407	107207	2474706
408	107441	2473777
409	107702	2473490
410	107924	2472287
411	108194	2472189
412	108434	2471414
413	108684	2470860
414	109117	2474461
415	109430	2475344
416	109862	2478895
417	110145	2479057
418	110411	2478867
419	110810	2481632
420	111094	2481805
421	111556	2485970
422	111761	2484372
423	112014	2483870
424	112270	2483423
425	112736	2487607
426	112961	2486486
427	113244	2486606
428	113476	2485645
429	113737	2485297
430	113951	2483942
431	114218	2483732
432	114422	2482145
433	114669	2481515
434	114882	2480151
435	115139	2479723
436	115342	2478155
437	115580	2477327
438	115866	2477534
439	116070	2475989
440	116313	2475295
441	116541	2474266
442	116774	2473360
443	117022	2472757
444	117370	2474265
445	117604	2473395
446	117854	2472835
447	118068	2471541
448	118308	2470777
449	118541	2469879
450	118781	2469128
451	119060	2469183
452	119535	2473309
453	119837	2473832
454	120065	2472829
455	120358	2473158
456	120579	2472002
457	120849	2471882
458	121058	2470487
459	121304	2469871
460	121528	2468795
461	121907	2470866
462	122191	2471020
463	122646	2474596
464	122867	2473471
465	123299	2476576
466	123555	2476145
467	123874	2476964
468	124172	2477351
469	124375	2475859
470	124605	2474922
471	124804	2473349
472	125004	2471818
473	125209	2470370
474	125436	2469381
475	125639	2467909
476	125851	2466627
477	126057	2465243
478	126253	2463665
479	126488	2462831
480	126690	2461381
481	126900	2460073
482	127259	2461669
483	127459	2460172
484	127715	2459782
485	127926	2458509
486	128178	2458019
487	128410	2457165
488	128682	2457064
489	128951	2456930
490	129181	2456031
491	129411	2455142
492	129619	2453834
493	129846	2452895
494	130067	2451832
495	130315	2451304
496	130516	2449883
497	130741	2448913
498	130944	2447526
499	131172	2446635
500	131394	2445612
501	131659	2445396
502	131894	2444629
503	132233	2445797
504	132439	2444489
505	132701	2444231
506	132971	2444108
507	133176	2442795
508	133427	2442319
509	133643	2441212
510	133908	2441012
511	134114	2439738
512	134383	2439599
513	134611	2438727
514	134860	2438217
515	135082	2437238
516	135365	2437371
517	135645	2437433
518	135872	2436544
519	136110	2435860
520	136384	2435807
521	136589	2434544
522	136853	2434320
523	137054	2432982
524	137290	2432266
525	137560	2432144
526	137770	2430980
527	138018	2430490
528	138245	2429626
529	138480	2428898
530	138706	2428016
531	138924	2427000
532	139169	2426450
533	139369	2425130
534	139603	2424407
535	139824	2423450
536	140101	2423473
537	140327	2422610
538	140564	2421938
539	140866	2422376
540	141072	2421183
541	141354	2421281
542	141566	2420184
543	141819	2419788
544	142024	2418582
545	142282	2418276
546	142498	2417262
547	142768	2417166
548	142986	2416178
549	143284	2416554
550	143503	2415594
551	143753	2415163
552	144008	2414814
553	144215	2413660
554	144481	2413489
555	144749	2413352
556	144990	2412780
557	145294	2413239
558	145525	2412488
559	145811	2412663
560	146040	2411876
561	146297	2411558
562	146507	2410484
563	146752	2409970
564	147099	2411136
565	147564	2414222
566	147918	2415487
567	148459	2419777
568	148871	2421970
569	149413	2426269
570	149754	2427276
571	150168	2429468
572	150448	2429495
573	150781	2430372
574	150987	2429185
575	151221	2428476
576	151463	2427883
577	151699	2427190
578	151919	2426258
579	152159	2425630
580	152437	2425623
581	152689	2425195
582	152902	2424143
583	153134	2423410
584	153333	2422139
585	153572	2421514
586	153783	2420445
587	154063	2420466
588	154315	2420050
589	154543	2419263
590	154790	2418767
591	155020	2418011
592	155308	2418154
593	155528	2417238
594	155762	2416539
595	156012	2416104
596	156215	2414936
597	156449	2414247
598	156663	2413239
599	156894	2412510
600	157177	2412589
601	157379	2411411
602	157620	2410839
603	157870	2410403
604	158105	2409732
605	158404	2410048
606	158624	2409153
607	158926	2409519
608	159186	2409229
609	159400	2408247
610	159673	2408174
611	159942	2408021
612	160146	2406897
613	160383	2406280
614	160703	2406892
615	160966	2406665
616	161207	2406091
617	161493	2406204
618	161724	2405482
619	161997	2405405
620	162236	2404816
621	162490	2404441
622	162932	2406850
623	163411	2409795
624	164014	2414560
625	164323	2414981
626	164588	2414757
627	164873	2414815
628	165087	2413848
629	165360	2413744
630	165689	2414441
631	166005	2414954
632	166253	2414480
633	166488	2413824
634	166765	2413765
635	167001	2413117
636	167223	2412272
637	167435	2411286
638	167682	2410800
639	167949	2410606
640	168155	2409522
641	168409	2409142
642	168608	2407975
643	168887	2407962
644	169160	2407843
645	169364	2406756
646	169593	2406023
647	169796	2404929
648	170029	2404251
649	170313	2404298
650	170596	2404341
651	170801	2403267
652	171031	2402559
653	171237	2401509
654	171550	2401963
655	171757	2400933
656	171990	2400269
657	172192	2399178
658	172405	2398235
659	172633	2397513
660	172945	2397957
661	173147	2396860
662	173434	2396951
663	173689	2396595
664	173948	2396303
665	174201	2395931
666	174417	2395037
667	174681	2394809
668	174903	2394009
669	175176	2393911
670	175393	2393029
671	175684	2393175
672	175884	2392077
673	176143	2391794
674	176407	2391564
675	176614	2390572
676	176857	2390058
677	177056	2388952
678	177292	2388363
679	177516	2387601
680	177734	2386753
681	177971	2386181
682	178202	2385516
683	178421	2384689
684	178644	2383924
685	178901	2383614
686	179147	2383163
687	179400	2382786
688	179615	2381924
689	179832	2381087
690	180067	2380482
691	180312	2380017
692	180587	2379945
693	180863	2379897
694	181124	2379642
695	181384	2379370
696	181652	2379209
697	181873	2378428
698	182132	2378144
699	182336	2377142
700	182602	2376960
701	182863	2376704
702	183159	2376900
703	183390	2376260
704	183643	2375900
705	183966	2376454
706	184350	2377785
707	184733	2379089
708	185002	2378934
709	185208	2377975
710	185466	2377679
711	185736	2377525
712	185940	2376545
713	186182	2376039
714	186387	2375070
715	186630	2374587
716	186869	2374056
717	187127	2373761
718	187362	2373175
719	187625	2372945
720	187837	2372063
721	188084	2371638
722	188381	2371836
723	188648	2371657
724	189088	2373650
725	189364	2373580
726	189592	2372900
727	189817	2372198
728	190048	2371571
729	190455	2373123
730	190732	2373066
731	190969	2372505
732	191358	2373842
733	191799	2375810
734	192066	2375608
735	192406	2376324
736	192621	2375496
737	192888	2375299
738	193159	2375154
739	193364	2374206
740	193666	2374442
741	193904	2373888
742	194117	2373037
743	194359	2372543
744	194615	2372219
745	194866	2371839
746	195068	2370851
747	195325	2370537
748	195563	2369994
749	195873	2370325
750	196145	2370199
751	196416	2370061
752	196639	2369330
753	196896	2369028
754	197147	2368636
755	197408	2368379
756	197677	2368208
757	198000	2368697
758	198217	2367902
759	198429	2367051
760	198681	2366686
761	198881	2365700
762	199084	2364747
763	199295	2363895
764	199535	2363390
765	199746	2362540
766	200000	2362191
767	200219	2361438
768	200432	2360622
769	200653	2359889
770	200920	2359713
771	201180	2359444
772	201407	2358783
773	201616	2357918
774	201824	2357045
775	202025	2356091
776	202234	2355239
777	202440	2354342
778	202650	2353506
779	202899	2353113
780	203108	2352256
781	203316	2351398
782	203556	2350908
783	203769	2350102
784	203983	2349315
785	204193	2348479
786	204452	2348217
787	204712	2347961
788	205022	2348275
789	205231	2347437
790	205476	2346999
791	205717	2346530
792	205949	2345956
793	206165	2345194
794	206411	2344779
795	206637	2344146
796	206847	2343318
797	207111	2343114
798	207322	2342304
799	207532	2341480
800	207737	2340618
801	207947	2339796
802	208182	2339265
803	208422	2338785
804	208630	2337955
805	208873	2337514
806	209088	2336768
807	209300	2335983
808	209549	2335607
809	209800	2335266
810	210033	2334707
811	210256	2334051
812	210542	2334095
813	210761	2333396
814	210971	2332595
815	211182	2331802
816	211389	2330975
817	211600	2330193
818	211804	2329336
819	212009	2328479
820	212247	2327996
821	212487	2327535
822	212729	2327096
823	213001	2326994
824	213239	2326508
825	213450	2325734
826	213703	2325415
827	213969	2325243
828	214241	2325129
829	214461	2324447
830	214681	2323780
831	214898	2323078
832	215127	2322502
833	215357	2321933
834	215583	2321330
835	215815	2320788
836	216065	2320443
837	216285	2319779
838	216519	2319263
839	216748	2318690
840	217018	2318560
841	217226	2317765
842	217461	2317272
843	217683	2316631
844	217906	2316002
845	218140	2315484
846	218359	2314813
847	218569	2314052
848	218857	2314119
849	219113	2313833
850	219476	2314685
851	219724	2314330
852	220095	2315256
853	220306	2314507
854	220573	2314339
855	220799	2313756
856	221009	2312995
857	221212	2312155
858	221450	2311693
859	221663	2310969
860	221865	2310134
861	222098	2309613
862	222350	2309299
863	222569	2308640
864	222786	2307963
865	223036	2307626
866	223241	2306831
867	223461	2306183
868	223732	2306068
869	223944	2305344
870	224188	2304947
871	224393	2304147
872	224601	2303391
873	224815	2302683
874	225016	2301855
875	225220	2301055
876	225432	2300337
877	225648	2299661
878	225851	2298853
879	226116	2298674
880	226363	2298318
881	226579	2297654
882	226791	2296933
883	227003	2296230
884	227207	2295438
885	227418	2294723
886	227655	2294269
887	227871	2293595
888	228127	2293340
889	228442	2293663
890	228655	2292969
891	228921	2292807
892	229136	2292136
893	229394	2291895
894	229673	2291860
895	229912	2291430
896	230124	2290729
897	230377	2290438
898	230667	2290510
899	230875	2289775
900	231163	2289823
901	231388	2289256
902	231669	2289244
903	231887	2288610
904	232155	2288467
905	232399	2288082
906	232736	2288623
907	233083	2289247
908	233301	2288616
909	233568	2288454
910	233778	2287748
911	234069	2287821
912	234399	2288279
913	234652	2287994
914	234928	2287917
915	235330	2289081
916	235797	2290856
917	236151	2291546
918	236439	2291586
919	236709	2291447
920	236982	2291343
921	237252	2291207
922	237505	2290914
923	237746	2290494
924	238023	2290429
925	238277	2290141
926	238794	2292375
927	239242	2293946
928	239557	2294236
929	239861	2294418
930	240075	2293736
931	240328	2293437
932	240598	2293289
933	240871	2293181
934	241143	2293059
935	241365	2292454
936	241605	2292033
937	241828	2291444
938	242044	2290791
939	242335	2290839
940	242615	2290797
941	242946	2291228
942	243173	2290675
943	243391	2290046
944	243659	2289883
945	243891	2289379
946	244110	2288759
947	244372	2288544
948	244577	2287789
949	244901	2288152
950	245221	2288472
951	245447	2287918
952	245667	2287311
953	245900	2286826
954	246106	2286081
955	246314	2285367
956	246525	2284680
957	246778	2284371
958	247014	2283916
959	247262	2283573
960	247499	2283121
961	247706	2282405
962	247912	2281669
963	248121	2280964
964	248341	2280363
965	248588	2280016
966	248801	2279347
967	249093	2279415
968	249318	2278855
969	249523	2278126
970	249729	2277401
971	249936	2276685
972	250164	2276166
973	250390	2275623
974	250616	2275087
975	250822	2274365
976	251069	2274019
977	251445	2274837
978	251645	2274061
979	251853	2273362
980	252062	2272676
981	252302	2272261
982	252503	2271501
983	252705	2270757
984	252904	2269974
985	253112	2269281
986	253325	2268639
987	253533	2267945
988	253738	2267226
989	253945	2266528
990	254187	2266141
991	254438	2265833
992	254677	2265420
993	254893	2264806
994	255099	2264101
995	255349	2263795
996	255574	2263258
997	255785	2262601
998	255991	2261897
999	256214	2261347
1000	256496	2261321
1001	256730	2260870
1002	257104	2261643
1003	257327	2261101
1004	257573	2260748
1005	257781	2260068
1006	258038	2259820
1007	258297	2259594
1008	258536	2259185
1009	258761	2258652
1010	258985	2258116
1011	259189	2257410
1012	259441	2257116
1013	259642	2256379
1014	259857	2255771
1015	260065	2255094
1016	260314	2254775
1017	260604	2254820
1018	260812	2254150
1019	261030	2253567
1020	261265	2253128
1021	261484	2252550
1022	261705	2252001
1023	261950	2251646
1024	262195	2251299
1025	262453	2251061
1026	262669	2250463
1027	262887	2249887
1028	263112	2249370
1029	263430	2249641
1030	263637	2248976
1031	263844	2248302
1032	264085	2247921
1033	264304	2247359
1034	264545	2246978
1035	264757	2246346
1036	264971	2245738
1037	265184	2245128
1038	265396	2244502
1039	265602	2243827
1040	265818	2243239
1041	266102	2243228
1042	266308	2242556
1043	266546	2242155
1044	266750	2241467
1045	266986	2241053
1046	267185	2240322
1047	267381	2239574
1048	267588	2238919
1049	267853	2238741
1050	268076	2238221
1051	268307	2237769
1052	268553	2237437
1053	268797	2237090
1054	269015	2236524
1055	269225	2235896
1056	269480	2235642
1057	269798	2235911
1058	270010	2235301
1059	270252	2234937
1060	270460	2234294
1061	270661	2233590
1062	270881	2233049
1063	271099	2232490
1064	271295	2231752
1065	271493	2231033
1066	271705	2230426
1067	271959	2230166
1068	272178	2229622
1069	272474	2229710
1070	272975	2231467
1071	273355	2232231
1072	273778	2233348
1073	274073	2233421
1074	274284	2232802
1075	274522	2232410
1076	274770	2232094
1077	274983	2231496
1078	275405	2232597
1079	275841	2233808
1080	276288	2235103
1081	276630	2235544
1082	276898	2235383
1083	277109	2234771
1084	277309	2234067
1085	277513	2233396
1086	277715	2232713
1087	277951	2232301
1088	278172	2231766
1089	278369	2231041
1090	278578	2230413
1091	278844	2230247
1092	279090	2229911
1093	279365	2229819
1094	279593	2229346
1095	279829	2228931
1096	280055	2228447
1097	280275	2227910
1098	280503	2227439
1099	280721	2226889
1100	280953	2226449
1101	281176	2225935
1102	281427	2225649
1103	281675	2225340
1104	281926	2225052
1105	282157	2224606
1106	282381	2224106
1107	282607	2223623
1108	282838	2223177
1109	283046	2222549
1110	283250	2221900
1111	283473	2221393
1112	283746	2221280
1113	283958	2220689
1114	284210	2220411
1115	284422	2219819
1116	284628	2219181
1117	284836	2218563
1118	285065	2218112
1119	285268	2217449
1120	285520	2217175
1121	285735	2216613
1122	285955	2216088
1123	286166	2215496
1124	286382	2214944
1125	286610	2214487
1126	286816	2213854
1127	287039	2213360
1128	287262	2212865
1129	287462	2212190
1130	287704	2211836
1131	287947	2211497
1132	288153	2210869
1133	288383	2210434
1134	288599	2209886
1135	288872	2209772
1136	289123	2209497
1137	289434	2209673
1138	289651	2209130
1139	289925	2209030
1140	290171	2208709
1141	290405	2208299
1142	290693	2208305
1143	290925	2207879
1144	291165	2207515
1145	291448	2207480
1146	291730	2207437
1147	291979	2207142
1148	292232	2206879
1149	292508	2206784
1150	292726	2206255
1151	292923	2205570
1152	293182	2205352
1153	293418	2204963
1154	293634	2204421
1155	293854	2203908
1156	294075	2203405
1157	294341	2203242
1158	294544	2202603
1159	294782	2202227
1160	294989	2201624
1161	295195	2201011
1162	295405	2200426
1163	295604	2199763
1164	295820	2199230
1165	296052	2198813
1166	296263	2198236
1167	296462	2197581
1168	296674	2197013
1169	296877	2196386
1170	297079	2195750
1171	297308	2195311
1172	297553	2194998
1173	297754	2194354
1174	298028	2194251
1175	298238	2193677
1176	298450	2193117
1177	298660	2192540
1178	298907	2192239
1179	299112	2191631
1180	299327	2191093
1181	299528	2190458
1182	299730	2189830
1183	299937	2189240
1184	300144	2188645
1185	300347	2188027
1186	300576	2187601
1187	300772	2186926
1188	300994	2186452
1189	301192	2185798
1190	301443	2185527
1191	301645	2184902
1192	301886	2184568
1193	302084	2183916
1194	302330	2183610
1195	302565	2183226
1196	302808	2182899
1197	303048	2182558
1198	303313	2182389
1199	303534	2181908
1200	303737	2181292
1201	304053	2181494
1202	304252	2180858
1203	304473	2180375
1204	304730	2180151
1205	304979	2179873
1206	305199	2179380
1207	305404	2178785
1208	305638	2178401
1209	305844	2177812
1210	306040	2177160
1211	306249	2176596
1212	306453	2175994
1213	306681	2175567
1214	306921	2175230
1215	307119	2174590
1216	307346	2174154
1217	307610	2173981
1218	307813	2173381
1219	308014	2172765
1220	308212	2172129
1221	308450	2171772
1222	308706	2171548
1223	308985	2171481
1224	309234	2171206
1225	309436	2170600
1226	309634	2169965
1227	309845	2169426
1228	310064	2168938
1229	310383	2169152
1230	310588	2168572
1231	310817	2168152
1232	311160	2168534
1233	311409	2168261
1234	311658	2167981
1235	311908	2167712
1236	312120	2167179
1237	312346	2166742
1238	312623	2166666
1239	312824	2166054
1240	313191	2166597
1241	313453	2166413
1242	313763	2166559
1243	313963	2165945
1244	314187	2165496
1245	314411	2165046
1246	314637	2164615
1247	314941	2164721
1248	315138	2164083
1249	315377	2163740
1250	315610	2163355
1251	315819	2162806
1252	316032	2162289
1253	316253	2161824
1254	316466	2161301
1255	316662	2160668
1256	316888	2160233
1257	317090	2159646
1258	317299	2159099
1259	317544	2158796
1260	317785	2158468
1261	318029	2158167
1262	318237	2157617
1263	318469	2157229
1264	318688	2156752
1265	318928	2156420
1266	319152	2155976
1267	319400	2155701
1268	319636	2155341
1269	319852	2154849
1270	320100	2154568
1271	320304	2153997
1272	320516	2153478
1273	320738	2153029
1274	320955	2152541
1275	321157	2151959
1276	321368	2151432
1277	321610	2151116
1278	321878	2150973
1279	322122	2150673
1280	322317	2150044
1281	322519	2149457
1282	322719	2148863
1283	322922	2148290
1284	323126	2147719
1285	323344	2147246
1286	323575	2146858
1287	323863	2146854
1288	324076	2146348
1289	324295	2145879
1290	324516	2145426
1291	324771	2145201
1292	324977	2144650
1293	325250	2144541
1294	325497	2144263
1295	325709	2143751
1296	325907	2143147
1297	326104	2142541
1298	326309	2141987
1299	326508	2141395
1300	326708	2140807
1301	326909	2140230
1302	327169	2140034
1303	327374	2139479
1304	327581	2138941
1305	327840	2138747
1306	328064	2138320
1307	328313	2138055
1308	328551	2137716
1309	328753	2137148
1310	328970	2136680
1311	329164	2136058
1312	329362	2135464
1313	329600	2135127
1314	329807	2134591
1315	330010	2134032
1316	330262	2133792
1317	330503	2133477
1318	330763	2133285
1319	330973	2132771
1320	331169	2132167
1321	331380	2131664
1322	331636	2131447
1323	331850	2130960
1324	332080	2130581
1325	332305	2130160
1326	332500	2129555
1327	332722	2129122
1328	332962	2128805
1329	333187	2128391
1330	333400	2127900
1331	333620	2127456
1332	333839	2127006
1333	334064	2126591
1334	334291	2126195
1335	334514	2125766
1336	334726	2125277
1337	334948	2124842
1338	335162	2124363
1339	335380	2123911
1340	335624	2123622
1341	335847	2123193
1342	336062	2122725
1343	336294	2122361
1344	336516	2121933
1345	336751	2121585
1346	336969	2121132
1347	337197	2120740
1348	337417	2120301
1349	337622	2119767
1350	337840	2119319
1351	338081	2119012
1352	338303	2118587
1353	338539	2118246
1354	338793	2118022
1355	339020	2117625
1356	339247	2117232
1357	339465	2116787
1358	339683	2116333
1359	339911	2115950
1360	340140	2115567
1361	340402	2115397
1362	340668	2115243
1363	340881	2114766
1364	341131	2114513
1365	341387	2114303
1366	341643	2114091
1367	341854	2113600
1368	342105	2113357
1369	342317	2112876
1370	342572	2112652
1371	342823	2112413
1372	343042	2111973
1373	343297	2111756
1374	343516	2111314
1375	343737	2110890
1376	343966	2110512
1377	344186	2110079
1378	344424	2109759
1379	344633	2109257
1380	344891	2109054
1381	345105	2108588
1382	345318	2108116
1383	345526	2107614
1384	345741	2107149
1385	345957	2106696
1386	346173	2106244
1387	346386	2105773
1388	346603	2105321
1389	346850	2105055
1390	347082	2104701
1391	347332	2104453
1392	347541	2103962
1393	347761	2103535
1394	347965	2103006
1395	348212	2102747
1396	348424	2102269
1397	348635	2101790
1398	348851	2101339
1399	349079	2100961
1400	349327	2100703
1401	349533	2100192
1402	349778	2099918
1403	349990	2099444
1404	350239	2099191
1405	350455	2098743
1406	350690	2098411
1407	350902	2097936
1408	351185	2097890
1409	351388	2097366
1410	351599	2096886
1411	351822	2096483
1412	352022	2095940
1413	352226	2095426
1414	352444	2094988
1415	352665	2094571
1416	352874	2094084
1417	353094	2093667
1418	353309	2093214
1419	353561	2092985
1420	353779	2092553
1421	354002	2092152
1422	354218	2091706
1423	354431	2091242
1424	354649	2090812
1425	354878	2090449
1426	355095	2090012
1427	355344	2089766
1428	355610	2089617
1429	355825	2089170
1430	356061	2088846
1431	356278	2088407
1432	356511	2088070
1433	356769	2087872
1434	356996	2087495
1435	357213	2087060
1436	357427	2086607
1437	357643	2086171
1438	357870	2085795
1439	358116	2085530
1440	358325	2085052
1441	358539	2084602
1442	358761	2084197
1443	359004	2083914
1444	359221	2083487
1445	359437	2083046
1446	359667	2082689
1447	359926	2082501
1448	360162	2082180
1449	360420	2081989
1450	360668	2081737
1451	360894	2081354
1452	361115	2080951
1453	361329	2080504
1454	361554	2080119
1455	361782	2079752
1456	361983	2079229
1457	362252	2079101
1458	362497	2078831
1459	362710	2078382
1460	362923	2077930
1461	363147	2077539
1462	363366	2077124
1463	363605	2076824
1464	363851	2076562
1465	364052	2076040
1466	364301	2075800
1467	364533	2075458
1468	364804	2075336
1469	365031	2074969
1470	365242	2074505
1471	365453	2074050
1472	365714	2073873
1473	365933	2073459
1474	366198	2073303
1475	366403	2072811
1476	366599	2072266
1477	366810	2071811
1478	367053	2071532
1479	367295	2071246
1480	367503	2070774
1481	367724	2070371
1482	367969	2070106
1483	368185	2069677
1484	368424	2069377
1485	368625	2068867
1486	368874	2068625
1487	369085	2068166
1488	369299	2067731
1489	369514	2067299
1490	369746	2066957
1491	369976	2066614
1492	370208	2066271
1493	370417	2065809
1494	370628	2065352
1495	370974	2065653
1496	371177	2065152
